ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Np Likeness Score,Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL3833388,PRAJMALIUM BITARTRATE,GT-1012|N-PROPYLAJMALINE BITARTRATE|N-PROPYLAJMALINIUM TARTRATE|NEO GILURYTHMAL|NEO-GILURYTMAL|NPA-P|NPAP|PRAJMALINE BITARTRATE|PRAJMALINE HYDROGEN TARTRATE|PRAJMALIUM BITARTRATE,Small molecule,4,518.61,,,2.48,43.7,3,2,0,3,N,0.8,12.01,None,-1.43,-1.43,1,MOL,0,27,4,2,0,369.2537,1.49,NEUTRAL,C27H38N2O8,CCC[N+]12[C@H](O)[C@@H](CC)[C@@H]3C[C@H]1[C@@H]1N(C)c4ccccc4[C@]14C[C@H]2[C@@H]3[C@H]4O.O=C([O-])C(O)C(O)C(=O)O,VZAUGYDMVQSQAO-BAYLNNJJSA-M
CHEMBL552659,FLUNARIZINE HYDROCHLORIDE,FLUNARIZINE (AS HYDROCHLORIDE)|FLUNARIZINE DIHYDROCH|FLUNARIZINE DIHYDROCHLORIDE|FLUNARIZINE HCL|FLUNARIZINE HYDROCHLORIDE|FLURIZIN|MIGARID-10|NSC-757807|R 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1200642,INDIUM IN 111 PENTETREOTIDE,(SUP 111)INDIUM PENTETREOTIDE|111INDIUM PENTETREOTIDE|INDIUM (111 IN) PENTETREOTIDE|INDIUM (111IN) PENTETREOTIDE|INDIUM IN 111 PENTETREOTIDE|INDIUM IN-111 PENTETREOTIDE|INDIUM IN-111 PENTETREOTIDE KIT|INDIUM-111 PENTETREOTIDE|Indium in-111 pentetreotide kit|MP-1727|OctreoScan|PENTETREOTIDE 111IN CHELATE,Protein,4,1502.48,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,1505.4487,None,None,C63H84InN13O19S2,,
CHEMBL2110574,SODIUM CHROMATE,,Small molecule,4,161.97,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,1,None,None,None,None,161.8997,None,None,CrNa2O4,,
CHEMBL1200899,TYROPANOATE SODIUM,Bilopaque|NSC-107434|SODIUM TYROPANOATE|TYROPANOATE SODIUM|WIN 8851-2|WIN-8851-2,Small molecule,4,663.01,,,4.89,66.4,2,2,1,7,N,0.42,2.52,None,6.21,2.7,1,MOL,0,22,4,2,1,640.8421,-0.11,ACID,C15H17I3NNaO3,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)[O-])c1I.[Na+],KTVKGXZZBQCBGD-UHFFFAOYSA-M
CHEMBL1201490,SERMORELIN ACETATE,GROLIBERIN|Geref|SERMORELIN|SERMORELIN ACETATE|Sermorelin acetate,Protein,4,,,,,,,,,,,,,,,,,SEQ,0,,,,,,,,,,
CHEMBL3833402,ALUMINUM SULFATE,ALUMINUM SULFATE,Small molecule,4,342.15,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,1,None,None,None,None,341.8183,None,None,Al2O12S3,O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3],DIZPMCHEQGEION-UHFFFAOYSA-H
CHEMBL5095496,PSMA-HBED-CC,,Small molecule,4,1031.72,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,1030.3298,None,None,C44H61GaN6O18,,
CHEMBL2104381,CYANOCOBALAMIN CO 58,58CO|COBALT (58CO) CYANOCOBALAMIN|COBALT (58CO) CYANOCOBALAMINE|COBALT-58|CYANOCOBALAMIN (58 CO)|CYANOCOBALAMIN (58CO)|CYANOCOBALAMIN CO 58|CYANOCOBALAMIN CO-58|CYANOCOBALAMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1200446,TRIPELENNAMINE HYDROCHLORIDE,AZARON|DEHISTIN|NSC-409943|PBZ-SR|PYRIBENZAMINE|TRIPELENNAMINE HCL|TRIPELENNAMINE HYDROCHLORIDE|Tripelennamine chloride|VETIBENZAMINA,Small molecule,4,291.83,19,22,2.65,19.37,3,0,0,6,N,0.79,None,8.76,3.2,1.82,2,MOL,0,19,3,0,0,255.1735,-1.23,BASE,C16H22ClN3,CN(C)CCN(Cc1ccccc1)c1ccccn1.Cl,FSSICIQKZGUEAE-UHFFFAOYSA-N
CHEMBL1201281,CHLORAMPHENICOL SUCCINIC ACID,Chloramphenicol succinate,Small molecule,4,423.2,4,4,1.32,156.07,7,3,0,10,N,0.22,3.65,None,1.14,-2.19,1,MOL,0,27,10,3,0,422.0284,-0.02,ACID,C15H16Cl2N2O8,O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,LIRCDOVJWUGTMW-ZWNOBZJWSA-N
CHEMBL3989558,METHYSERGIDE MALEATE,METHYSERGIDE HYDROGEN MALEATE|METHYSERGIDE MALEATE|NSC-759143|Sansert,Small molecule,4,469.54,50,97,1.94,57.5,4,2,0,4,N,0.88,None,7.83,1.82,1.25,2,MOL,0,26,5,2,0,353.2103,0.74,NEUTRAL,C25H31N3O6,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,LWYXFDXUMVEZKS-TZTNOGQLSA-N
CHEMBL2106636,BAMETHAN SULFATE,BAMETHAN HEMISULFATE|BAMETHAN HEMISULFATE SALT|BAMETHAN SULF|BAMETHAN SULFATE|BAMETHAN SULPHATE|BASCURAT|BUPATOL|BUTEDRIN|BUTYLNORSYMPATOL|ECLERN|GARMIAN|PERIPHETOL|ROTESAR|VASCULAT|VASCULIT,Small molecule,4,516.66,,,1.82,52.49,3,3,0,6,N,0.63,9.2,9.96,1.14,-0.28,1,MOL,0,15,3,3,0,209.1416,0.08,BASE,C24H40N2O8S,CCCCNCC(O)c1ccc(O)cc1.CCCCNCC(O)c1ccc(O)cc1.O=S(=O)(O)O,PARMADWNFXEEFC-UHFFFAOYSA-N
CHEMBL1200763,IODOHIPPURATE SODIUM I 131,Hippuran I 131|Hippuran-131|Hipputope|IODOHIPPURATE I131 SODIUM|IODOHIPPURATE SODIUM I 131|IODOHIPPURATE SODIUM I-131|IODOHIPPURATE SODIUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1201459,DESOXYRIBONUCLEASE,DEANASE|DEOXYRIBONUCLEASE|DEOXYRIBONUCLEASE I|DEOXYRIBONUCLEASE I BOVINE|DEOXYRIBONUCLEASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2107931,MALT EXTRACT,BARLEY MALT SYRUP|D.C.L.|HARVESTIME|JUTON|MALT EXTRACT|MALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1697751,ISAXONINE PHOSPHATE,ISAXONINE PHOSPHATE|NERFACTOR,Small molecule,4,235.18,1,3,1.3,37.81,3,1,0,2,Y,0.67,None,3.4,0.97,0.97,1,MOL,0,10,3,1,0,137.0953,-1.39,NEUTRAL,C7H14N3O4P,CC(C)Nc1ncccn1.O=P(O)(O)O,CXEBHWXMQKIKPJ-UHFFFAOYSA-N
CHEMBL4597794,TECHNETIUM  TEBOROXIME,,Small molecule,4,581.74,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,580.0994,None,None,C19H29BClN6O6Tc,,
CHEMBL1201483,PSEUDOEPHEDRINE POLISTIREX,PSEUDO-12|PSEUDOEPHEDRINE POLISTIREX|Pseudoephedrine polistirex,Small molecule,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,,,
CHEMBL1200779,TROVAFLOXACIN MESYLATE,CP-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1221,SULCONAZOLE,Exelderm|SULCONAZOLE|Sulconazole,Small molecule,4,397.76,122,702,6.52,17.82,3,0,1,6,N,0.47,None,6.51,6.06,6.02,3,MOL,0,24,2,0,1,396.0022,-1.29,NEUTRAL,C18H15Cl3N2S,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,AFNXATANNDIXLG-UHFFFAOYSA-N
CHEMBL2107606,DIPIPANONE HYDROCHLORIDE,378C48|DICONAL|DIPIPANONE HCL|DIPIPANONE HYDROCHLORIDE|FENPIDON|HOECHST 10805|HOECHST-10805|PIPADONE,Small molecule,4,385.98,,,5.22,20.31,2,0,1,7,N,0.68,None,9.3,5.86,3.97,2,MOL,0,26,2,0,1,349.2406,-0.42,BASE,C24H32ClNO,CCC(=O)C(CC(C)N1CCCCC1)(c1ccccc1)c1ccccc1.Cl,DTXPDSQEMZRBBG-UHFFFAOYSA-N
CHEMBL2109158,PINE TAR,ARCHANGEL TAR|E.S.T.P.|ETHER SOLB TAR PASTE|PINE TAR|PINE TAR |PINUS PALUSTRIS WOOD TAR|PINUS SPP. TAR|PIX LIQUIDA|PIX PINI|STOCKHOLM TAR|TAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1200616,CHLOROTHIAZIDE SODIUM,CHLOROTHIAZIDE SODIUM|CHLOROTHIAZIDE SODIUM SALT|Diuril,Small molecule,4,317.71,,,-0.06,118.69,5,2,0,1,N,0.75,6.49,None,-0.31,-1,1,MOL,0,17,7,3,0,294.9488,-1.25,ACID,C7H5ClN3NaO4S2,NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O.[Na+],CPIWHAFLBZQYLQ-UHFFFAOYSA-N
CHEMBL2218916,DURAPATITE,Alveograf|DURAPATITE|HYDROXYAPATITE|OSSOPAN|OSSOPAN 200|OSSOPAN 800|Periograf|TRIBASIC CALCIUM PHOSPHATE|WIN 40350|WIN-40350,Small molecule,4,502.31,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,1,None,None,None,None,501.676,None,None,HCa5O13P3,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[OH-],XYJRXVWERLGGKC-UHFFFAOYSA-D
CHEMBL1201448,ARDEPARIN SODIUM,ARDEPARIN SODIUM|ARDEPARIN SODIUM SALT|Ardeparin sodium|Normiflo|RD-11885|WY-90493 RD|WY-90493-RD,Oligosaccharide,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,,,
CHEMBL2106441,NOXYTIOLIN,NOXYFLEX|NOXYFLEX 100|NOXYFLEX-S|NOXYFLEX-S 100|NOXYTHIOLIN|NOXYTIOLIN,Small molecule,4,120.18,,,-0.97,44.29,2,3,0,1,Y,0.31,13.86,None,-0.61,-0.61,0,MOL,0,7,3,3,0,120.0357,-0.88,NEUTRAL,C3H8N2OS,CNC(=S)NCO,JLMHZVYLAQPMOZ-UHFFFAOYSA-N
CHEMBL1200984,AMLODIPINE MALEATE,AMLODIPINE MALEATE|Amvaz|UK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL443605,HEXYLRESORCINOL,E-586|HEXYLRESORCINOL|Hexylresorcinol|INS NO.586|INS-586|SUCRETS,Small molecule,4,194.27,94,142,3.22,40.46,2,2,0,5,N,0.71,9.55,None,4.1,4.1,1,MOL,0,14,2,2,0,194.1307,0.99,NEUTRAL,C12H18O2,CCCCCCc1ccc(O)cc1O,WFJIVOKAWHGMBH-UHFFFAOYSA-N
CHEMBL3833358,HALQUINOLS,HALQUINOL|HALQUINOLS|Quinolor|SO 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2109188,FUSAFUNGINE,BIOPAROX|FUSAFUNGIN|FUSAFUNGINE|FUSARINE|LOCABIOSOL|LOCABIOTAL|S 314|S-314,Unknown,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,,,
CHEMBL440,THIAMYLAL,NSC-120815|THIAMYLAL|Thiamylal,Small molecule,4,254.35,5,10,1.52,58.2,3,2,0,5,N,0.44,7.2,None,2.92,2.52,0,MOL,0,17,4,2,0,254.1089,0.3,NEUTRAL,C12H18N2O2S,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,XLOMZPUITCYLMJ-UHFFFAOYSA-N
CHEMBL2096637,PYRETHRINS,PYRETHRINS|Pyrethrins,Small molecule,4,700.91,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,700.3975,None,None,C43H56O8,C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O.C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,VXSIXFKKSNGRRO-MXOVTSAMSA-N
CHEMBL1201300,IOTHALAMIC ACID,IOTALAMIC ACID|IOTHALAMATE|IOTHALAMIC ACID|MI-216|NSC-759891,Small molecule,4,613.91,8,29,2.52,95.5,3,3,1,3,N,0.46,2.13,None,2.73,-0.79,1,MOL,0,20,6,3,1,613.7697,-0.39,ACID,C11H9I3N2O4,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,UXIGWFXRQKWHHA-UHFFFAOYSA-N
CHEMBL3833406,PAPAVERETUM,,Small molecule,4,924.1,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,923.4357,None,None,C55H61N3O10,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.COc1ccc2c3c1OC1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,IAWXESBTFLIKNX-MMWHECRDSA-N
CHEMBL3991241,FERRIC CITRATE,,Small molecule,4,244.94,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,244.9385,None,None,C6H5FeO7,,
CHEMBL2104489,ANAGESTONE ACETATE,ANAGESTONE|ANAGESTONE ACETATE|Anatropin|NSC-73880|ORF-1658,Small molecule,4,372.55,,,5.48,43.37,3,0,1,2,N,0.48,None,None,4.95,4.95,0,MOL,0,27,3,0,1,372.2664,2.02,NEUTRAL,C24H36O3,CC(=O)O[C@]1(C(C)=O)CCC2[C@@H]3C[C@H](C)C4=CCCC[C@]4(C)[C@H]3CC[C@@]21C,KDLNOQQQEBKBQM-HDFGVWRLSA-N
CHEMBL1200903,SECOBARBITAL SODIUM,(RS)-SECOBARBITAL SODIUM|BARBOSEC|EVRONAL SODIUM|IMMENOCTAL|NSC-10818|PRAMIL|QUINALBARBITONE SODIUM|SEBAR|SECOBARBITAL SODIUM|SECONESIN|SYNATE|Seconal Sodium|TUINAL,Small molecule,4,260.27,,,1.35,75.27,3,2,0,5,N,0.56,7.48,None,2.03,1.77,0,MOL,0,17,5,2,0,238.1317,0.55,NEUTRAL,C12H17N2NaO3,C=CCC1(C(C)CCC)C(=O)[N-]C(=O)NC1=O.[Na+],AXXJTNXVUHVOJW-UHFFFAOYSA-M
CHEMBL1201197,ALATROFLOXACIN,ALATROFLOXACIN|Alatrofloxacin,Small molecule,4,558.52,1,2,0.9,159.65,8,4,1,7,N,0.33,5.52,8.09,-0.88,-0.92,3,MOL,0,40,11,5,2,558.1839,-0.73,ACID,C26H25F3N6O5,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21,UUZPPAMZDFLUHD-VUJLHGSVSA-N
CHEMBL1201348,MENADIOL DIPHOSPHORIC ACID,,Small molecule,4,334.16,,,2.09,133.52,4,4,0,4,N,0.62,1.47,None,1.56,-4.68,2,MOL,0,21,8,4,0,334.0007,0.54,ACID,C11H12O8P2,Cc1cc(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O,JTNHOVZOOVVGHI-UHFFFAOYSA-N
CHEMBL2110553,GALLIUM CITRATE,CITRIC ACID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2110556,INDIUM PENTETREOTIDE,,Protein,4,1506.39,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,1505.4487,None,None,C63H84InN13O19S2,,
CHEMBL3183453,NOVOBIOCIN SODIUM,Albamycin|NOVOBIOCIN MONOSODIUM SALT|NOVOBIOCIN SODIUM|NOVOBIOCIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4594730,VIPIVOTIDE TETRAXETAN LUTETIUM,,Small molecule,4,1214.1,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,1213.4192,None,None,C49H68LuN9O16,,
CHEMBL1741134,PICOSULFURIC ACID,PICOSULFATE,Small molecule,4,437.45,1,1,2.63,140.09,7,2,0,7,N,0.53,-2.49,4.08,-1.52,-1.91,3,MOL,0,29,9,2,0,437.0239,-0.21,ACID,C18H15NO8S2,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,UJIDKYTZIQTXPM-UHFFFAOYSA-N
CHEMBL2142890,ACEGLUMATE,,Small molecule,4,189.17,2,4,-0.56,103.7,3,3,0,5,N,0.54,3.43,None,-1.11,-7.51,0,MOL,0,13,6,3,0,189.0637,0.49,ACID,C7H11NO5,CC(=O)NC(CCC(=O)O)C(=O)O,RFMMMVDNIPUKGG-UHFFFAOYSA-N
CHEMBL1097620,IOTHALAMATE SODIUM,ANGIO-CONRAY|CONRAY 325|CONRAY 400|Conray|IOTALAMATE SODIUM|IOTHALAMATE SODIUM|IOTHALAMIC ACID SODIUM SALT|SODIUM IOTALAMATE|SODIUM IOTALAMATE INJECTION|SODIUM IOTHALAMATE,Small molecule,4,635.9,6,27,2.52,95.5,3,3,1,3,N,0.46,2.13,None,2.73,-0.79,1,MOL,0,20,6,3,1,613.7697,-0.39,ACID,C11H8I3N2NaO4,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+],WCIMWHNSWLLELS-UHFFFAOYSA-M
CHEMBL2105941,AMOBARBITAL SODIUM,AMOBARBITAL SODIUM|AMOBARBITAL SODIUM FOR INJECTION|AMOBARBITAL SODIUM SALT|Amytal Sodium|SOD AMYTAL|Talamo,Small molecule,4,248.26,,,1.18,75.27,3,2,0,4,N,0.71,7.48,None,1.89,1.64,0,MOL,0,16,5,2,0,226.1317,0.31,NEUTRAL,C11H17N2NaO3,CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O.[Na+],BNHGKKNINBGEQL-UHFFFAOYSA-M
CHEMBL1200797,TECHNETIUM TC 99M SUCCIMER,99MTC-DMSA|DMSA Kidney Reagent|MPI DMSA KIDNEY REAGENT|NEPHROSCAN|TC-99M DMSA|TECHNETIUM (99MTC) DIMERCAPTOSUCCINIC ACID FOR INJECTION|TECHNETIUM (99MTC) SUCCIMER|TECHNETIUM TC 99M SUCCIMER|TECHNETIUM TC-99M SUCCIMER|TECHNETIUM TC-99M SUCCIMER KIT|TECHNETIUM-99 DIMERCAPTOSUCCINATE|TECHNETIUM-99-DMSA|Technetium (99Mtc) Succimer,Small molecule,4,281.13,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,278.8771,None,None,C4H6O4S2Tc,,
CHEMBL2219415,GADOTERATE MEGLUMINE,DOTAREM|GADOLINIUM-DOTA MEGLUMINE|GADOTERATE MEGLUMINE|GD-DOTA MEGLUMINE|MAGNESCOPE|MEGLUMINE GADOTERATE|P 449|P-449|P449,Small molecule,4,753.86,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,754.202,None,None,C23H42GdN5O13,,
CHEMBL2107480,PENTETATE INDIUM DISODIUM IN 111,INDIUM (IN111) DISODIUM PENTETATE|INDIUM IN-111 PENTETATE DISODIUM|MPI INDIUM DTPA IN 111|PENTETATE INDIUM DISODIUM IN 111|PENTETATE INDIUM DISODIUM IN-111|PENTETATE INDIUM DISODIUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL539770,TERODILINE HYDROCHLORIDE,MICTURIN 12.5|MICTURIN 25|TERODILINE HYDROCHLORIDE,Small molecule,4,317.9,5,7,4.99,12.03,1,1,0,5,N,0.81,None,10.62,5.16,2.23,2,MOL,0,21,1,1,0,281.2143,-0.22,BASE,C20H28ClN,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C.Cl,RNGHAJVBYQPLAZ-UHFFFAOYSA-N
CHEMBL2108247,CLOVE OIL,CARYOPHYLII FLORIS AETHEROLEUM|CLOVE OIL|FEMA NO. 2323|OLEUM CARYOPHYLII,Small molecule,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,,,
CHEMBL244888,NIFUROXAZIDE,ERCEFURYL 200|NIFUROXAZIDE|NSC-759261|RC-27109|SJ000287313,Small molecule,4,275.22,54,155,1.66,117.97,6,2,0,4,N,0.5,8.33,None,1.75,1.7,2,MOL,0,20,8,2,0,275.0542,-1.63,NEUTRAL,C12H9N3O5,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,YCWSUKQGVSGXJO-NTUHNPAUSA-N
CHEMBL2110566,TECHNETIUM TETROFOSMIN,,Small molecule,4,480.46,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,479.1465,None,None,C18H40O4P2Tc,,
CHEMBL1200529,COBALTOUS CHLORIDE CO 57,57CO|COBALT CHLORIDE CO-57|COBALT CHLORIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2104973,LEVOMEPROMAZINE HYDROCHLORIDE,LEVOMEPROMAZINE HCL|LEVOMEPROMAZINE HYDROCHLORIDE|METHOTRIMEPRAZINE HYDROCHLORIDE|Nozinan,Small molecule,4,364.94,,,4.5,15.71,4,0,0,5,N,0.8,None,9.42,4.25,2.24,2,MOL,0,23,3,0,0,328.1609,-1,BASE,C19H25ClN2OS,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2.Cl,ODLGFPIWRAEFAN-PFEQFJNWSA-N
CHEMBL2107213,PHENINDAMINE TARTRATE,NOLAHIST|NSC-91526|PERNOVIN|PERNOVINE|PHENINDAMINE BITARTRATE|PHENINDAMINE HYDROGEN TARTRATE|PHENINDAMINE TARTRATE|THEPHORIN TARTRATE|Thephorin,Small molecule,4,411.45,,,3.92,3.24,1,0,0,1,N,0.75,None,9,3.62,2.01,2,MOL,0,20,1,0,0,261.1517,0.14,BASE,C23H25NO6,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12.O=C(O)C(O)C(O)C(=O)O,WFXURHIXPXVPGM-UHFFFAOYSA-N
CHEMBL1262,OXICONAZOLE,OXICONAZOLE|Oxiconazole|Oxistat|Oxizole,Small molecule,4,429.13,129,604,6.12,39.41,4,0,1,6,N,0.35,None,6.74,5.84,5.78,3,MOL,0,26,4,0,1,426.9813,-1.47,NEUTRAL,C18H13Cl4N3O,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,QRJJEGAJXVEBNE-HKOYGPOVSA-N
CHEMBL1425,MERCAPTOPURINE,MERCAPTOPURINE|Mercaptopurine anhydrous|Purinethol,Small molecule,4,152.18,272,1087,0.64,54.46,4,2,0,0,N,0.43,7.51,2.19,0.35,0.11,2,MOL,0,10,4,1,0,152.0157,-0.7,NEUTRAL,C5H4N4S,Sc1ncnc2nc[nH]c12,GLVAUDGFNGKCSF-UHFFFAOYSA-N
CHEMBL1201220,DIATRIZOIC ACID,ACIDUM AMIDOTRIZOICUM|ACIDUM AMIDOTRIZOICUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1578,ANISOTROPINE METHYLBROMIDE,ANISOTROPINE METHYLBROMIDE|METHYLOCTATROPINE BROMIDE|OCTATROPINE METHYLBROMIDE|OCTATROPONE BROMIDE|OCTOTROPINE METHYLBROMIDE|VALPIN 50|Valpin,Small molecule,4,362.35,23,32,3.52,26.3,2,0,0,6,N,0.55,None,None,-0.67,-0.67,0,MOL,0,20,3,0,0,282.2428,0.71,None,C17H32BrNO2,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C.[Br-],QSFKGMJOKUZAJM-CNKDKAJDSA-M
CHEMBL1887891,DEXFENFLURAMINE HYDROCHLORIDE,ADIFAX|ADIPOMIN|D-FENFLURAMINE HYDROCHLORIDE|DEXFENFLURAMINE HCL|DEXFENFLURAMINE HYDROCHLORIDE|FENFLURAMINE D-FORM HYDROCHLORIDE|GLYPOLIX|ISOMERIDE|Redux|S 5614 HCL|S-5614 HCL,Small molecule,4,267.72,5,13,3.25,12.03,1,1,0,4,N,0.84,None,10.22,3.47,0.79,1,MOL,0,16,1,1,0,231.1235,-0.98,BASE,C12H17ClF3N,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1.Cl,ZXKXJHAOUFHNAS-FVGYRXGTSA-N
CHEMBL2107430,FLUTRIMAZOLE,FLUTRIMAZOLE|MICETAL|UR-4056,Small molecule,4,346.38,4,8,5,17.82,2,0,1,4,N,0.48,None,6.26,5.52,5.5,4,MOL,0,26,2,0,1,346.1282,-0.96,NEUTRAL,C22H16F2N2,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,QHMWCHQXCUNUAK-UHFFFAOYSA-N
CHEMBL447,SECOBARBITAL,(RS)-SECOBARBITAL|EVRONAL|HYPOTROL|IMMENOX|MEBALLYMAL|QUINALBARBITAL|SECOBARBITAL|SECOBARBITAL CII|SECOBARBITAL SODIUM FREE ACID|SECOBARBITONE|SOMATARAX|Secobarbital|Seconal,Small molecule,4,238.29,115,705,1.35,75.27,3,2,0,5,N,0.56,7.48,None,2.03,1.77,0,MOL,0,17,5,2,0,238.1317,0.55,NEUTRAL,C12H18N2O3,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,KQPKPCNLIDLUMF-UHFFFAOYSA-N
CHEMBL1201154,PROCHLORPERAZINE EDISYLATE,Compazine|NSC-757299|PROCHLORPERAZINE EDISILATE|PROCHLORPERAZINE EDISYLATE|PROCHLORPERAZINE EDISYLATE SALT|PROCHLORPERAZINE ETHANEDISULFONATE,Small molecule,4,564.15,36,63,4.58,9.72,4,0,0,4,N,0.78,None,7.99,4.38,3.69,2,MOL,0,25,3,0,0,373.1379,-1.53,NEUTRAL,C22H30ClN3O6S3,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O,SWOUGRBFXFILIB-UHFFFAOYSA-N
CHEMBL1200715,HEXYLCAINE HYDROCHLORIDE,Cyclaine|HEXYLCAINE HCL|HEXYLCAINE HYDROCHLORIDE|Hexylcaine hydrochloride,Small molecule,4,297.83,8,19,3.15,38.33,3,1,0,5,N,0.83,None,9.87,3.83,1.43,1,MOL,0,19,3,1,0,261.1729,-0.24,BASE,C16H24ClNO2,CC(CNC1CCCCC1)OC(=O)c1ccccc1.Cl,MTFCPNHRBINLRQ-UHFFFAOYSA-N
